seatid,price,distance,height,seating_angle,visibility,turns_visible,track_length_visible,range_visible,seat_type,sun_cover,rain_cover,speed_category,overtake_probability,braking_zone,sold_first_hour
62069,2752,33,0,34,63,3,207,216,VIP,0.06,0.51,Slow,0.73,1,0
62070,2112,28,3,18,59,0,211,149,VIP,0.19,0.48,Medium,0.34,1,0
62071,3154,20,5,33,58,2,234,218,VIP,0.43,0.37,Fast,0.14,0,0
62072,3221,24,0,54,62,0,207,232,VIP,0.36,0.92,Fast,0.18,0,0
62073,2899,29,0,10,61,1,200,164,VIP,0.09,0.97,Medium,0.68,0,0
62074,390,84,9,46,61,2,181,115,General,0.24,0.89,Fast,0.39,0,0
62075,389,109,6,63,68,0,262,246,General,0.21,0.31,Fast,0.21,0,1
62076,1068,33,0,88,50,2,146,172,Premium,0.26,0.4,Medium,0.47,1,0
62077,293,130,14,46,63,1,197,168,General,0.35,0.6,Medium,0.54,0,0
62078,169,108,8,85,71,2,294,268,General,0.33,0.5,Slow,0.8,1,1
62079,313,100,6,56,63,3,282,183,General,0.4,0.09,Medium,0.65,0,1
62080,269,123,4,70,65,3,308,158,General,0.38,0.95,Slow,0.82,1,0
62081,1207,43,1,5,55,2,223,250,Premium,0.23,0.22,Slow,0.77,1,0
62082,104,125,15,67,67,0,226,145,General,0.37,0.31,Slow,0.77,1,0
62083,2823,25,6,6,80,0,242,247,VIP,0.34,0.92,Slow,0.66,0,0
62084,1370,38,3,81,60,3,286,113,Premium,0.17,0.5,Fast,0.42,0,0
62085,304,123,14,70,69,2,177,257,General,0.29,0.56,Medium,0.52,1,0
62086,1457,24,7,25,65,0,252,212,Premium,0.35,0.8,Medium,0.39,1,0
62087,345,113,9,74,72,1,261,198,General,0.21,0.02,Fast,0.15,0,1
62088,2540,32,0,31,59,1,162,219,VIP,0.27,0.62,Fast,0.44,1,0
62089,288,113,10,58,59,2,156,96,General,0.38,0.22,Fast,0.29,1,1
62090,242,128,13,17,60,0,228,162,General,0.48,0.56,Fast,0.33,0,1
62091,287,133,8,42,69,0,275,294,General,0.27,0.12,Medium,0.58,1,0
62092,1013,50,2,23,60,1,295,205,Premium,0.24,0.65,Medium,0.56,0,0
62093,866,105,17,55,79,2,295,203,Premium,0.44,0.4,Slow,0.59,1,1
62094,1181,39,0,5,60,2,284,130,Premium,0.2,0.09,Medium,0.57,0,0
62095,365,102,4,73,60,1,176,122,General,0.4,0.3,Fast,0.19,0,1
62096,469,103,10,35,65,2,230,233,General,0.3,0.29,Medium,0.64,1,0
62097,471,103,2,86,61,0,246,108,General,0.21,0.78,Medium,0.37,1,0
62098,1344,42,4,25,77,3,295,222,Premium,0.22,0.62,Medium,0.63,0,1
62099,339,136,13,69,86,2,226,155,General,0.35,0.87,Medium,0.46,0,0
62100,2348,16,0,54,62,3,167,218,VIP,0.04,0.77,Medium,0.58,1,0
62101,309,132,15,36,73,2,320,243,General,0.41,0.53,Fast,0.49,0,1
62102,261,132,12,35,61,1,166,154,General,0.4,0.87,Fast,0.41,0,1
62103,51,155,11,51,64,1,286,155,General,0.3,0.47,Medium,0.54,0,1
62104,280,113,9,63,65,1,279,225,General,0.29,0.59,Medium,0.57,1,1
62105,2676,20,6,70,60,1,264,184,VIP,0.47,1,Fast,0.24,1,0
62106,2048,42,1,12,70,2,220,289,VIP,0.19,1,Fast,0.15,0,0
62107,1589,41,6,66,77,3,296,222,Premium,0.35,0.26,Slow,0.69,1,0
62108,3304,32,6,19,66,1,212,216,VIP,0.29,0.44,Slow,0.8,1,0
62109,2541,27,1,45,60,1,277,137,VIP,0.18,1,Slow,0.76,1,0
62110,1346,31,0,2,68,0,259,29,Premium,0.29,0.27,Slow,0.61,1,0
62111,2786,29,3,88,62,0,220,149,VIP,0.32,1,Medium,0.66,0,0
62112,3405,10,0,21,59,1,181,197,VIP,0.13,1,Medium,0.7,0,0
62113,104,138,2,61,61,1,207,112,General,0.09,0.85,Slow,0.69,1,1
62114,2991,12,4,62,54,2,245,188,VIP,0.24,0.73,Medium,0.4,0,0
62115,853,26,0,13,72,2,209,204,Premium,0.17,0.4,Fast,0.33,1,0
62116,3733,8,0,51,54,1,197,162,VIP,0.13,1,Fast,0.23,0,0
62117,1365,36,3,42,72,3,342,122,Premium,0.13,0.15,Medium,0.44,0,0
62118,244,130,13,21,61,1,198,211,General,0.12,0.68,Fast,0.2,0,0
62119,204,138,2,79,64,0,173,201,General,0.27,0.55,Medium,0.5,0,0
62120,2618,26,0,19,54,1,238,91,VIP,0.26,0.86,Medium,0.37,0,0
62121,1136,27,3,3,61,1,281,204,Premium,0.13,0.49,Medium,0.64,1,1
62122,2299,28,13,65,71,1,185,205,VIP,0.32,0.8,Fast,0.14,0,0
62123,200,133,16,83,66,2,307,163,General,0.24,0.07,Fast,0.21,0,1
62124,2039,35,0,11,66,3,222,156,VIP,0.29,0.85,Slow,0.84,1,0
62125,358,93,11,30,59,0,253,296,General,0.29,0.97,Fast,0.43,0,0
62126,1442,27,1,44,64,1,231,272,Premium,0.31,0.12,Slow,0.66,1,0
62127,1210,25,6,83,59,2,174,122,Premium,0.49,0.08,Fast,0.17,0,0
62128,3769,5,0,33,52,0,191,125,VIP,0.09,1,Medium,0.35,0,0
62129,149,142,16,84,71,2,184,217,General,0.36,0.98,Medium,0.35,0,1
62130,2795,21,2,17,68,0,227,270,VIP,0.17,0.6,Slow,0.64,1,0
62131,127,122,18,24,82,1,230,120,General,0.58,0.49,Slow,0.61,0,1
62132,2979,20,0,6,59,1,215,206,VIP,0.3,0.76,Medium,0.57,0,0
62133,381,107,2,66,70,1,258,291,General,0.24,0.42,Slow,0.84,0,1
62134,2146,15,5,41,72,2,194,196,VIP,0.15,0.73,Slow,0.62,1,0
62135,1380,40,7,85,71,0,263,80,Premium,0.18,0.33,Fast,0.13,0,0
62136,99,129,10,56,68,2,294,337,General,0.41,0.63,Slow,0.58,1,1
62137,1047,37,3,37,61,3,280,132,Premium,0.35,0.28,Fast,0.33,0,1
62138,3004,25,5,59,66,2,167,213,VIP,0.33,1,Fast,0.13,0,0
62139,2724,23,1,27,66,1,193,166,VIP,0.24,1,Medium,0.56,0,0
62140,335,120,11,42,63,3,314,108,General,0.39,0.89,Medium,0.65,1,1
62141,222,117,10,33,70,0,350,192,General,0.4,0.02,Medium,0.47,0,1
62142,191,117,10,81,79,3,319,163,General,0.22,0.74,Slow,0.68,1,1
62143,528,113,14,5,63,2,203,124,Premium,0.29,0.77,Medium,0.69,0,1
62144,2961,31,2,19,64,1,258,195,VIP,0.28,0.66,Medium,0.56,0,0
62145,464,100,3,52,62,1,242,130,General,0.23,0.19,Slow,0.77,0,1
62146,154,140,3,26,59,2,268,195,General,0.15,0.63,Fast,0.39,0,1
62147,2486,28,6,76,63,2,280,277,VIP,0.28,1,Fast,0.29,0,0
62148,2293,48,6,83,58,1,223,164,VIP,0.31,0.66,Medium,0.63,0,0
62149,337,113,15,71,73,3,187,342,General,0.42,0.49,Medium,0.6,1,1
62150,2852,26,0,2,65,3,274,245,VIP,0.18,0.84,Slow,0.86,1,0
62151,2500,36,5,22,64,0,250,173,VIP,0.27,0.51,Slow,0.73,1,0
62152,2959,28,0,26,60,1,257,254,VIP,0.09,1,Slow,0.86,1,0
62153,404,131,9,60,67,0,299,228,General,0.35,0.34,Medium,0.38,0,0
62154,2748,19,0,70,63,1,220,230,VIP,0.18,0.37,Slow,0.63,1,0
62155,3230,5,3,84,57,1,152,171,VIP,0.18,0.59,Fast,0.14,0,0
62156,1456,21,7,11,60,2,233,142,Premium,0.35,0.16,Fast,0.43,1,1
62157,1189,37,0,6,57,2,170,296,Premium,0.19,0.07,Slow,0.59,1,0
62158,485,98,6,40,64,0,218,224,General,0.4,0.47,Medium,0.69,1,0
62159,3559,29,5,86,69,2,305,186,VIP,0.18,0.72,Fast,0.26,1,0
62160,3199,10,0,67,58,1,266,56,VIP,0.08,0.8,Slow,0.89,1,0
62161,310,131,14,59,69,0,276,234,General,0.46,0.28,Medium,0.5,1,0
62162,244,134,17,14,72,2,227,265,General,0.21,0.25,Slow,0.78,1,0
62163,1146,42,0,50,50,0,198,209,Premium,0.14,0.82,Medium,0.63,0,0
62164,2491,34,0,70,57,2,166,216,VIP,0.21,0.42,Slow,0.87,0,0
62165,2855,28,5,22,69,2,274,276,VIP,0.34,1,Fast,0.15,0,0
62166,3080,42,0,37,59,0,246,163,VIP,0.25,1,Medium,0.48,0,0
62167,2919,37,3,66,67,2,290,165,VIP,0.29,0.91,Fast,0.39,0,0
62168,2767,36,5,8,76,1,211,123,VIP,0.17,1,Fast,0.28,1,0
62169,2782,42,2,16,60,1,162,198,VIP,0.24,1,Medium,0.52,0,0
62170,396,127,11,20,71,2,305,182,General,0.27,0.85,Slow,0.53,1,0
62171,1136,30,14,87,74,2,239,143,Premium,0.25,0.54,Fast,0.2,0,0
62172,522,124,13,35,77,3,316,246,General,0.38,0.1,Fast,0.28,0,1
62173,3305,11,0,48,60,1,219,168,VIP,0.27,0.42,Medium,0.44,0,0
62174,229,116,12,55,63,2,263,195,General,0.34,0.14,Medium,0.34,1,1
62175,227,116,21,41,71,2,305,246,General,0.39,0.13,Fast,0.34,0,0
62176,2895,32,2,58,57,2,150,143,VIP,0.12,0.46,Medium,0.48,0,0
62177,454,137,17,62,74,3,221,268,General,0.38,0.82,Medium,0.53,1,0
62178,2798,33,1,63,64,1,244,149,VIP,0.43,0.38,Fast,0.22,1,0
62179,2196,17,0,67,60,3,303,130,VIP,0.19,1,Fast,0.41,0,0
62180,96,143,12,85,61,3,206,246,General,0.28,0.74,Medium,0.52,1,1
62181,513,95,19,69,83,3,338,231,General,0.27,0.27,Medium,0.48,0,1
62182,243,113,11,58,65,2,255,173,General,0.16,0.99,Slow,0.7,1,0
62183,911,41,0,45,61,3,183,152,Premium,0.2,0.06,Medium,0.63,0,0
62184,239,117,14,60,65,1,167,178,General,0.27,0.15,Medium,0.68,0,1
62185,400,120,3,52,59,0,290,228,General,0.17,0.49,Medium,0.64,0,0
62186,2846,15,8,30,73,0,299,193,VIP,0.24,1,Fast,0.46,0,0
62187,234,137,8,83,74,2,286,205,General,0.33,0.39,Slow,0.77,0,1
62188,51,153,15,39,66,1,190,183,General,0.17,0.59,Medium,0.6,1,1
62189,2380,25,4,68,69,0,269,182,VIP,0.18,1,Fast,0.18,0,0
62190,497,128,13,52,69,3,242,198,General,0.37,0.13,Slow,0.57,1,0
62191,1054,38,4,65,61,3,302,164,Premium,0.19,0.12,Fast,0.4,0,0
62192,1321,35,15,33,64,1,221,206,Premium,0.41,0.79,Fast,0.42,1,0
62193,868,37,7,0,68,0,230,153,Premium,0.36,0.05,Fast,0.22,0,0
62194,1493,37,6,78,64,2,193,163,Premium,0.29,0.46,Medium,0.46,1,0
62195,1523,32,12,21,78,3,204,234,Premium,0.22,0.54,Fast,0.47,0,0
62196,2842,10,0,30,54,2,242,136,VIP,0.27,0.51,Slow,0.72,1,0
62197,220,154,14,42,67,0,268,191,General,0.37,0.11,Medium,0.41,0,1
62198,1461,47,3,32,67,2,196,242,Premium,0.24,0.68,Fast,0.37,0,0
62199,388,126,7,73,64,1,188,255,General,0.35,0.14,Fast,0.35,1,1
62200,3471,24,0,7,49,2,183,144,VIP,0.1,0.89,Medium,0.44,1,0
62201,191,131,15,5,73,0,328,232,General,0.21,0.63,Medium,0.63,1,0
62202,2426,25,0,62,68,1,261,236,VIP,0.18,1,Slow,0.83,1,0
62203,329,96,12,45,66,1,291,246,General,0.42,0.57,Medium,0.6,0,0
62204,541,46,6,33,62,1,305,216,General,0.36,0.66,Fast,0.36,0,0
62205,2939,12,1,34,53,1,160,141,VIP,0.18,0.4,Slow,0.59,1,0
62206,2887,25,0,36,60,1,288,219,VIP,0.15,0.93,Fast,0.11,0,0
62207,193,130,22,41,83,4,261,319,General,0.51,0.66,Fast,0.43,0,1
62208,176,145,11,21,69,0,283,276,General,0.38,0.11,Slow,0.86,1,0
62209,2691,23,0,30,63,1,162,153,VIP,0.24,1,Medium,0.67,0,0
62210,1815,41,1,8,68,2,215,215,VIP,0.08,1,Medium,0.58,0,0
62211,357,130,11,54,68,2,322,136,General,0.33,0.24,Medium,0.69,0,0
62212,3077,24,4,28,55,1,221,248,VIP,0.12,0.75,Slow,0.71,1,0
62213,3957,10,0,58,62,3,291,136,VIP,0.09,0.5,Medium,0.52,0,0
62214,2754,35,0,58,51,2,147,201,VIP,0.25,1,Fast,0.16,0,0
62215,214,138,17,52,82,3,344,232,General,0.49,0.55,Slow,0.64,1,1
62216,1102,31,1,38,57,2,146,175,Premium,0.24,0.58,Fast,0.34,0,0
62217,2792,26,1,53,52,1,244,157,VIP,0.11,1,Medium,0.33,0,0
62218,2301,30,10,39,74,2,261,225,VIP,0.2,1,Fast,0.11,0,0
62219,1794,22,0,5,56,1,274,205,VIP,0.12,0.59,Slow,0.73,1,0
62220,391,37,7,55,75,3,213,210,General,0.34,0.1,Fast,0.24,0,0
62221,404,90,10,51,71,2,301,181,General,0.19,0.48,Fast,0.38,0,0
62222,218,147,22,39,78,3,343,263,General,0.47,0.81,Medium,0.44,1,1
62223,3320,19,9,82,55,2,187,179,VIP,0.38,1,Medium,0.33,0,0
62224,2849,26,7,24,73,2,266,206,VIP,0.29,0.95,Medium,0.4,0,0
62225,441,117,17,20,70,3,233,242,General,0.33,0.15,Fast,0.43,0,1
62226,385,111,17,31,73,0,244,222,General,0.33,0.92,Medium,0.37,1,0
62227,303,119,7,53,71,3,331,254,General,0.37,0.01,Fast,0.16,0,1
62228,264,127,12,62,67,2,283,77,General,0.22,0.11,Fast,0.37,1,1
62229,3180,29,3,50,67,2,318,165,VIP,0.21,0.61,Slow,0.6,1,0
62230,1609,27,6,86,74,2,314,193,Premium,0.23,0.01,Fast,0.38,0,0
62231,363,124,13,44,71,2,269,220,General,0.49,0.23,Medium,0.65,0,0
62232,330,146,15,69,70,1,270,153,General,0.52,0.53,Fast,0.22,0,0
62233,2455,31,11,54,69,3,182,199,VIP,0.41,1,Slow,0.65,1,0
62234,2617,30,2,7,60,3,160,130,VIP,0.26,0.38,Slow,0.69,0,0
62235,3570,25,8,33,63,0,169,227,VIP,0.25,0.61,Slow,0.73,1,0
62236,1104,37,0,18,57,1,258,197,Premium,0.25,0.44,Fast,0.32,0,1
62237,2452,23,6,35,64,0,316,153,VIP,0.24,1,Slow,0.55,1,0
62238,287,104,17,28,74,2,213,204,General,0.42,0.61,Medium,0.31,1,0
62239,649,36,5,48,64,2,225,193,General,0.34,0.06,Fast,0.35,0,0
62240,2314,30,5,39,64,0,238,233,VIP,0.01,0.54,Slow,0.79,1,0
62241,1380,35,0,33,61,1,294,189,Premium,0.19,0.49,Fast,0.24,0,0
62242,3358,14,0,51,58,2,176,128,VIP,0.09,1,Fast,0.47,0,0
62243,2106,41,4,9,66,3,166,94,VIP,0.23,0.59,Medium,0.68,1,0
62244,465,88,13,9,56,0,164,84,General,0.37,0.55,Medium,0.55,0,0
62245,300,118,9,1,77,3,329,236,General,0.28,0.26,Medium,0.46,0,0
62246,1116,48,13,41,77,2,272,135,Premium,0.22,0.91,Fast,0.47,0,0
62247,2160,31,0,11,60,0,189,86,VIP,0.02,1,Slow,0.73,1,0
62248,2942,18,0,82,54,2,250,130,VIP,0.25,0.76,Fast,0.13,0,0
62249,341,122,10,77,71,3,281,172,General,0.34,0.55,Fast,0.35,0,0
62250,362,133,13,40,60,3,248,187,General,0.54,0.19,Medium,0.4,1,0
62251,125,122,4,58,54,2,223,153,General,0.19,0.73,Medium,0.63,1,1
62252,3104,21,0,19,60,1,225,199,VIP,0.15,0.45,Fast,0.18,0,0
62253,2611,24,8,33,72,3,268,129,VIP,0.14,0.96,Fast,0.13,1,0
62254,2948,31,0,73,60,1,237,98,VIP,0.26,0.51,Fast,0.36,0,0
62255,602,54,6,79,66,1,297,304,General,0.3,0.64,Fast,0.19,0,0
62256,309,127,7,78,61,2,172,190,General,0.43,0.41,Fast,0.45,0,1
62257,2830,25,6,50,57,2,167,173,VIP,0.11,0.88,Fast,0.26,0,0
62258,1674,23,6,73,65,1,165,229,Premium,0.28,0.16,Slow,0.66,0,0
62259,2065,28,7,83,61,1,244,210,VIP,0.26,0.3,Medium,0.61,0,0
62260,2149,30,1,61,60,0,165,309,VIP,0.06,1,Fast,0.28,0,0
62261,1151,41,7,58,69,0,277,189,Premium,0.23,0.66,Fast,0.46,0,0
62262,339,122,9,29,78,2,312,363,General,0.15,0.03,Fast,0.28,0,1
62263,1219,32,6,6,69,2,226,163,Premium,0.24,0.88,Slow,0.69,1,0
62264,2397,23,3,17,66,2,233,260,VIP,0.25,0.66,Medium,0.5,0,0
62265,294,135,14,1,70,2,293,315,General,0.42,0.44,Medium,0.63,1,0
62266,316,134,9,19,57,2,168,179,General,0.39,0.35,Slow,0.85,1,0
62267,2308,30,7,51,72,2,275,169,VIP,0.42,0.95,Fast,0.42,0,0
62268,2828,33,0,36,55,2,182,254,VIP,0.28,0.69,Slow,0.74,1,0
62269,151,115,19,49,71,2,294,227,General,0.36,0.29,Fast,0.28,1,1
62270,2504,26,1,51,56,0,206,213,VIP,0.34,0.93,Slow,0.63,0,0
62271,267,136,19,60,80,1,235,251,General,0.5,0.95,Medium,0.5,1,1
62272,3317,28,0,27,65,0,170,236,VIP,0.2,0.44,Fast,0.34,0,0
62273,3337,31,0,28,57,1,283,187,VIP,0.11,1,Slow,0.81,0,0
62274,2276,35,0,47,52,2,253,161,VIP,0.13,0.72,Medium,0.63,1,0
62275,1334,28,0,36,69,2,226,192,Premium,0.18,0.55,Slow,0.67,1,0
62276,147,138,19,18,66,1,248,341,General,0.54,0.54,Fast,0.45,0,1
62277,3042,16,1,71,69,2,182,95,VIP,0.03,0.47,Medium,0.69,1,0
62278,75,141,15,60,70,2,244,264,General,0.3,0.63,Medium,0.46,0,1
62279,366,118,8,4,66,0,218,240,General,0.47,0.16,Medium,0.46,1,0
62280,2674,29,6,43,60,1,255,174,VIP,0.37,1,Medium,0.6,1,0
62281,293,123,15,74,76,0,208,244,General,0.53,0.72,Fast,0.24,0,1
62282,978,66,10,15,74,0,207,169,Premium,0.27,0.33,Slow,0.51,0,0
62283,275,119,16,73,68,3,178,143,General,0.34,0.24,Fast,0.15,0,1
62284,304,119,9,60,72,1,187,196,General,0.36,0.13,Fast,0.34,1,1
62285,1425,31,5,14,65,3,179,181,Premium,0.16,0.85,Medium,0.51,0,0
62286,261,103,9,71,64,1,318,216,General,0.17,0,Fast,0.25,0,1
62287,1435,44,7,81,61,1,244,232,VIP,0.45,0.39,Medium,0.63,1,0
62288,2318,33,9,2,66,2,313,126,VIP,0.08,1,Medium,0.55,1,0
62289,380,103,11,83,69,2,220,288,General,0.24,0.69,Slow,0.56,1,0
62290,267,123,8,42,73,2,243,232,General,0.32,0.04,Medium,0.45,0,0
62291,877,45,13,63,75,1,230,270,Premium,0.45,0.44,Fast,0.18,0,0
62292,215,125,9,22,66,1,191,199,General,0.3,0.59,Medium,0.63,1,0
62293,1193,34,4,73,68,0,338,218,Premium,0.26,0.32,Medium,0.63,1,0
62294,3296,34,6,73,64,1,263,219,VIP,0.36,0.88,Slow,0.68,1,0
62295,2042,39,1,0,65,0,213,181,VIP,0.16,1,Medium,0.37,0,0
62296,365,100,3,1,68,0,208,177,General,0.24,0.1,Fast,0.25,0,0
62297,173,119,11,55,76,2,297,205,General,0.42,0.33,Medium,0.34,1,1
62298,128,125,11,88,73,3,322,252,General,0.43,0.25,Fast,0.28,0,1
62299,3176,16,8,18,64,1,166,271,VIP,0.17,0.97,Medium,0.62,0,0
62300,1201,32,9,14,74,0,307,148,Premium,0.22,0.76,Slow,0.59,1,0
62301,689,45,9,56,54,1,205,150,General,0.3,0.43,Medium,0.57,1,0
62302,230,114,19,80,78,2,293,224,General,0.54,0.19,Fast,0.42,0,1
62303,3155,33,6,46,58,2,158,290,VIP,0.19,0.68,Fast,0.11,0,0
62304,3222,17,0,62,60,2,268,228,VIP,0.33,0.87,Slow,0.72,1,0
62305,1340,30,5,49,72,2,222,224,Premium,0.28,0.55,Slow,0.5,1,0
62306,287,119,16,19,71,1,340,189,General,0.39,0.32,Fast,0.16,0,0
62307,550,117,9,72,72,3,195,235,General,0.22,0.41,Medium,0.45,0,0
62308,419,160,13,39,78,2,266,200,General,0.17,0.44,Slow,0.81,1,0
62309,230,112,11,69,63,1,314,246,General,0.47,0.52,Slow,0.85,1,0
62310,2394,15,3,18,69,0,183,202,VIP,0.24,1,Medium,0.5,1,0
62311,1481,30,5,19,59,1,252,148,Premium,0.28,0.63,Slow,0.85,0,0
62312,2525,24,1,56,76,3,302,162,VIP,0.14,0.6,Slow,0.66,1,0
62313,1235,49,7,18,80,2,279,304,Premium,0.22,0.99,Medium,0.6,0,0
62314,259,116,5,53,59,0,274,179,General,0.25,0.05,Slow,0.77,0,0
62315,2960,30,1,40,48,1,226,138,VIP,0.18,0.49,Medium,0.43,0,0
62316,121,115,3,73,64,3,204,69,General,0.09,0.54,Slow,0.57,1,1
62317,2607,21,0,83,57,2,172,158,VIP,0.14,1,Medium,0.53,0,0
62318,264,100,17,69,83,2,245,294,General,0.34,0.83,Slow,0.54,1,0
62319,3052,12,1,41,59,1,249,113,VIP,0.17,0.88,Slow,0.76,1,0
62320,347,108,8,70,68,2,203,138,General,0.2,0.81,Slow,0.76,0,0
62321,282,129,19,44,85,0,297,231,General,0.47,0.48,Fast,0.38,0,1
62322,3078,18,6,65,64,1,171,165,VIP,0.16,0.35,Medium,0.51,1,0
62323,3599,6,0,82,56,2,235,296,VIP,0.17,0.49,Slow,0.57,1,0
62324,3235,24,2,48,81,4,249,338,VIP,0.41,1,Fast,0.4,1,0
62325,728,47,12,5,67,3,258,139,General,0.36,0.03,Medium,0.59,0,1
62326,3300,26,2,53,59,2,268,262,VIP,0.18,0.72,Fast,0.27,0,0
62327,1020,53,0,69,48,0,238,205,Premium,0.11,0.33,Fast,0.22,1,0
62328,2790,18,3,10,68,2,262,255,VIP,0.13,0.5,Fast,0.46,0,0
62329,1255,34,7,39,73,0,214,161,Premium,0.41,0.25,Slow,0.86,1,1
62330,3260,7,8,38,68,2,175,135,VIP,0.33,0.57,Slow,0.74,0,0
62331,2000,36,0,11,52,1,193,206,VIP,0.17,1,Fast,0.41,0,0
62332,350,135,8,30,70,2,336,175,General,0.17,0.6,Fast,0.37,0,0
62333,482,91,6,52,63,0,289,237,General,0.27,0.5,Fast,0.26,0,0
62334,2939,10,0,23,59,0,222,149,VIP,0.15,0.52,Fast,0.13,0,0
62335,1144,38,4,4,46,0,120,106,Premium,0.31,0.7,Medium,0.53,0,0
62336,3774,22,0,74,59,1,225,198,VIP,0.21,0.63,Slow,0.73,1,0
62337,2583,32,0,36,66,1,223,138,VIP,0.28,0.34,Fast,0.48,1,0
62338,2985,46,0,80,56,2,148,138,VIP,0.18,1,Medium,0.39,1,0
62339,1397,41,2,70,65,1,202,144,Premium,0.31,0.01,Slow,0.8,1,0
62340,2564,39,0,57,49,1,159,103,VIP,0.21,0.85,Medium,0.51,0,0
62341,3121,34,3,71,64,1,286,196,VIP,0.16,1,Fast,0.3,0,0
62342,2100,25,0,13,70,2,280,253,VIP,0.03,0.48,Medium,0.66,0,0
62343,1352,37,9,11,66,3,239,192,Premium,0.22,0.47,Fast,0.27,0,0
62344,194,95,18,70,80,4,228,277,General,0.43,0.88,Medium,0.59,0,1
62345,2393,29,4,47,60,3,270,226,VIP,0.36,0.69,Fast,0.24,0,0
62346,510,97,11,54,64,0,268,113,General,0.24,0.77,Slow,0.8,1,0
62347,2395,46,4,11,62,1,227,219,VIP,0.32,0.3,Slow,0.69,1,0
62348,856,44,8,0,64,1,177,180,Premium,0.26,0.05,Medium,0.43,0,1
62349,145,133,13,19,72,3,220,162,General,0.37,0.17,Medium,0.69,0,0
62350,350,107,9,19,59,1,218,135,General,0.22,0.64,Fast,0.38,0,0
62351,1242,41,9,51,75,2,335,176,Premium,0.3,0.62,Fast,0.38,0,0
62352,2567,14,9,49,64,1,290,218,VIP,0.34,0.88,Medium,0.6,1,0
62353,217,111,7,74,67,2,249,287,General,0.42,0.51,Slow,0.83,1,0
62354,2844,26,8,25,73,2,186,182,VIP,0.1,1,Fast,0.41,0,0
62355,1568,32,0,18,65,1,292,239,Premium,0.07,0.71,Slow,0.76,0,0
62356,1540,30,1,35,60,1,213,180,VIP,0.45,0.56,Slow,0.77,1,0
62357,2872,31,2,11,54,1,270,93,VIP,0.49,1,Fast,0.21,0,0
62358,215,127,15,70,72,0,293,190,General,0.31,0.53,Fast,0.44,1,1
62359,1346,43,3,3,59,0,290,146,Premium,0.36,0.87,Medium,0.32,0,0
62360,1412,29,0,52,56,1,181,122,Premium,0.21,0.34,Fast,0.5,1,1
62361,2366,27,0,88,60,0,285,182,VIP,0.23,0.98,Fast,0.32,1,0
62362,2279,20,0,47,65,1,310,198,VIP,0.15,1,Slow,0.55,1,0
62363,2570,16,3,42,53,1,253,166,VIP,0.23,0.51,Medium,0.49,1,0
62364,2984,37,2,89,55,1,205,188,VIP,0.18,0.47,Fast,0.2,0,0
62365,2843,20,0,45,56,1,190,185,VIP,0.28,0.71,Medium,0.4,0,0
62366,1180,97,6,6,74,0,256,145,Premium,0.27,0.3,Fast,0.17,0,0
62367,408,92,6,3,68,3,305,264,General,0.42,0.63,Medium,0.37,0,0
62368,51,167,16,44,62,0,271,231,General,0.37,0.39,Slow,0.73,1,1
62369,314,125,17,34,78,3,345,312,General,0.4,0.16,Slow,0.84,1,0
62370,1446,41,3,9,63,0,170,269,Premium,0.36,0.93,Fast,0.2,1,0
62371,2559,41,7,33,62,2,227,127,VIP,0.37,0.55,Medium,0.45,1,0
62372,193,128,13,6,68,2,314,171,General,0.52,0.58,Medium,0.6,1,1
62373,3297,25,8,68,75,0,267,215,VIP,0.35,1,Fast,0.29,1,0
62374,1264,106,5,26,62,0,190,194,VIP,0.13,0.83,Medium,0.32,1,0
62375,2643,24,0,17,61,0,185,158,VIP,0.29,1,Medium,0.36,0,0
62376,301,123,16,12,82,2,293,275,General,0.45,0.3,Slow,0.77,1,0
62377,1272,29,0,80,64,1,192,153,Premium,0.21,0.31,Fast,0.44,1,0
62378,1269,32,10,35,68,1,329,304,Premium,0.42,0.05,Medium,0.58,0,0
62379,2608,11,0,47,52,1,235,144,VIP,0.08,0.32,Fast,0.13,0,0
62380,195,131,20,62,79,2,282,186,General,0.4,0.95,Fast,0.29,0,1
62381,2855,14,2,24,62,0,229,188,VIP,0.32,1,Medium,0.5,1,0
62382,443,88,10,62,74,0,231,209,General,0.15,0.62,Medium,0.41,0,0
62383,2360,26,0,18,64,2,248,134,VIP,0.26,0.45,Fast,0.23,1,0
62384,441,142,7,50,61,2,291,198,General,0.36,0.65,Fast,0.49,0,1
62385,2768,24,0,57,49,0,130,77,VIP,0.13,0.34,Fast,0.38,1,0
62386,1168,47,9,61,71,2,220,304,Premium,0.25,0.76,Medium,0.35,1,0
62387,1226,47,4,73,51,2,141,84,Premium,0.29,0.07,Fast,0.2,0,0
62388,2394,28,0,71,62,1,182,189,VIP,0.21,1,Slow,0.6,1,0
62389,258,145,15,25,76,2,199,159,General,0.32,0.05,Medium,0.64,0,1
62390,3537,17,0,14,61,0,267,143,VIP,0.13,0.5,Slow,0.58,1,0
62391,970,25,0,34,69,2,343,188,Premium,0.33,0.62,Medium,0.46,0,0
62392,832,20,0,75,69,3,331,201,General,0.11,0.95,Fast,0.44,0,0
62393,1220,29,6,56,55,2,205,116,Premium,0.31,0.28,Medium,0.63,1,0
62394,366,123,10,77,76,0,220,104,General,0.39,0.65,Fast,0.49,0,1
62395,1839,23,11,71,65,3,186,178,VIP,0.1,0.41,Fast,0.48,0,0
